seed,epoch,agent,CCI,Meaning,Coherence,Rc,epsilon,arch_truth,pca1,pca2,cluster
0,0,212,0.6091408257406482,0.9719410088463881,0.5800811186233868,0.4945537006123588,0.49264768737553394,1,0.01786072457494031,1.884952781919965,0
1,2,174,0.3670288902480621,0.4204002546490766,0.9528677141428257,0.5408631858183256,0.7379762696540834,2,3.429335106047007,-0.6493924762576558,0
0,1,38,0.7055355453249383,0.5922553992658814,0.5561320690851052,0.2103970891436917,0.34614534987373735,3,-1.0618365362513629,-0.6191110655179011,3
1,2,106,0.5467971740833114,0.864297770432362,0.6249591861915539,0.36229078929818004,0.5431522717201515,1,0.15892595187964415,1.2957917486421942,2
2,3,198,0.5902791483739552,0.9236897486707352,0.6754309541242032,0.31983905526183637,0.45820353322838303,1,-0.35258967664354274,1.1903254653273838,2
1,0,26,0.3858287619224195,0.3955348679230712,0.834624857610144,0.5994914249208593,0.6991448878985109,2,3.2054379790435235,-0.5419412565768852,0
0,2,125,0.6003898497878684,0.911839274484666,0.5803475288766561,0.3751817551607089,0.4856630353208688,1,-0.2990222106895592,1.4486261707375643,0
1,0,72,0.7954288281904313,0.6275955176114842,0.46839654084403237,0.27963415760852894,0.4255084985161057,3,-0.9881513366042673,-0.13346743017485838,3
1,1,85,0.6142886092711288,0.880545412625779,0.643944756153591,0.43952442609780645,0.5878215074336015,1,0.48093642300985934,1.4336752916878963,2
1,1,179,0.6881125093415698,0.8754373779980722,0.6056188345497382,0.38334106787535305,0.5698504308073815,1,-0.004326178258205676,1.2922198184783247,2
2,1,217,0.35819194270735655,0.5313711840033717,0.9327712537832195,0.5457764370057974,0.5708342807095746,2,2.6164026437836867,-0.40119956392296363,1
1,4,119,0.42227949859159564,0.4266875663965024,0.8252598300313575,0.510820455830234,0.7555271890168562,2,2.951661979076409,-0.4204431200223841,1
0,0,94,0.6579154476280458,0.9401277778864032,0.6214415432274053,0.32762142078137496,0.4536653058834692,1,-0.6332339922161881,1.2985165179083404,0
2,0,227,0.34152838823629017,0.5464264399691661,0.8977242809569514,0.5143956024295805,0.6780379898880607,2,2.8070997452963695,-0.06079943392638809,1
1,0,189,1.0497385825408108,0.7886033501353238,0.6530310231734715,0.0836120089556543,0.26084385787944914,0,-2.555613626610267,-0.6627870496748282,1
2,1,10,0.3709259635670448,0.5607969134453494,0.9185451328116967,0.5195143931206592,0.4904502260518074,2,2.125128357780025,-0.4419602054618167,1
2,3,17,0.5823186539981755,0.8615912066561816,0.6769404117461768,0.24935182013137033,0.46647830399919976,1,-0.4393883973090515,0.8329707121692294,2
1,2,197,0.5067218478634683,0.8486297114979826,0.6294729159881747,0.32919141710966343,0.47007664539300265,1,-0.10408886168877785,1.0752884484374594,2
1,2,239,0.37769291336906724,0.412000625364289,0.8769049907833376,0.5592184317995801,0.6366881251677626,2,2.933996070601875,-0.7195518950925748,0
1,3,36,0.5829401343028089,0.9175556787163507,0.5772309030058284,0.3684586968196971,0.4678114628947505,1,-0.3718348717406884,1.459884829897667,3
2,1,26,0.6391209104801425,0.9087642510904008,0.6460258961825782,0.29977757012449163,0.4008827362708311,1,-0.7664768957894424,0.9820311625416307,2
2,0,43,0.8137520584286178,0.5800649416552314,0.5380296267388417,0.23750967196701414,0.42032515883887034,3,-0.9275837421179524,-0.5912273751475186,2
0,0,195,1.0457862845908803,0.7770663059453494,0.7445189132074813,0.2649395184443602,0.379270242244989,0,-1.241533146823166,-0.44210735788948174,1
1,2,60,0.5645318149625752,0.9576787041246242,0.5915342783931589,0.33544451653589896,0.5921505248242344,1,-0.04233523403084097,1.8474506864311584,2
0,2,120,0.31324288125822386,0.4690832820048695,1.057517475500237,0.6014276610000671,0.662786356543144,2,3.64854684328444,-0.6495191589916927,1
0,3,31,0.621872019556481,0.8907819143146856,0.7171764327453688,0.3811965322554165,0.5514246695847248,1,0.299736332913933,1.170537589445188,0
2,3,139,0.784658514639187,0.6221911444169603,0.61144602712494,0.2668911727506619,0.3788669977681174,3,-0.8092811886584573,-0.5586439521078863,3
0,0,226,0.9087478543919115,0.7176893989335494,0.5521688375355529,0.3287440658194059,0.3048611767285576,3,-1.4096023403982478,-0.2087220754646776,3
1,1,139,0.3389243608636442,0.42419053455188843,0.9419913839270219,0.49837976047201904,0.7089852477365097,2,3.1958410699205624,-0.6846004162794082,0
1,2,15,0.5551984599013425,0.930148730380973,0.5597170221946599,0.3576339913539455,0.40502775665297286,1,-0.6491812183976188,1.4521847180484497,2
2,4,148,1.0542780372536693,0.8536206666248495,0.5910103808519046,0.2567137031628308,0.0901019496981297,0,-2.8447730690706376,-0.35353411857903416,2
0,4,159,0.6140905431203275,0.9676609183937949,0.623899129258492,0.3747236998658414,0.564149720189582,1,-0.03446031957983942,1.7571602320295727,0
2,1,189,1.018401768776591,0.8177599558610851,0.6508861373556429,0.24395014356079237,0.24035386228341438,0,-2.0694521945245534,-0.3209480078225458,0
2,0,214,0.3632810028716342,0.49571546782999143,0.87165992948366,0.5403720268512994,0.5824654932538409,2,2.539058520648052,-0.4287958602177077,1
0,0,70,0.4677882534792051,0.653693089830314,0.862823805323488,0.5412732990542721,0.6349482464905661,2,2.2322158767615154,0.3074885503233416,2
2,2,179,0.707755897912117,0.8697590453952659,0.631158391308618,0.3502985401130009,0.5492003318815594,1,-0.15552126470915215,1.1038583245162914,2
2,0,14,0.5583845420268876,0.8642764468670038,0.584075458049327,0.3861878971961054,0.5020814191002555,1,-0.0296109086752728,1.3163219267805397,0
0,2,184,0.887080259491217,0.6013982004428742,0.5578928047899921,0.30189718031148505,0.4005464854066295,3,-0.8988580819603241,-0.5833105255396532,3
0,0,9,0.45182508656154896,0.5686016018296172,0.879142515314128,0.5980256173758572,0.6383610536906554,2,2.66418133144815,-0.028874930343113454,2
0,3,64,0.5584553371705248,0.8517138432309815,0.610124565810149,0.38499723380304024,0.5193434095254768,1,0.11592999325804611,1.234724334425758,0
2,4,12,0.30642188116404034,0.477659629270181,0.772031392678215,0.540005060469684,0.5663909276172006,2,2.3672137988924127,-0.26317516470313274,0
1,3,16,0.5626060750281365,0.9428071616107591,0.6165398699152901,0.35544851123165516,0.4586719922536233,1,-0.35771907232144695,1.4858003688423773,3
2,1,74,0.34173062470204174,0.4760571084244532,1.0563487571852397,0.46413170334549136,0.5875013165523688,2,2.832330535236445,-0.9729242801037555,1
0,0,44,0.5959195095661154,0.9331241064527382,0.5846370612468568,0.4162125289462945,0.4523237011595647,1,-0.29423499905582384,1.5303123924465039,0
2,4,238,0.6864174230425079,0.9176761303416292,0.49566655987137354,0.3724146915640841,0.512015844868198,1,-0.5985950941820878,1.5975692756313646,3
1,2,81,0.6289476291689174,0.9052347237299943,0.6513602870002916,0.37110562651305246,0.5099347009037037,1,-0.08880564241109665,1.274119863489678,2
2,3,90,0.34235517566825086,0.4643786482478176,0.9535194173833145,0.5308048501246883,0.5921476989532516,2,2.841504176925985,-0.7167015341158609,0
2,4,101,1.0200419020588185,0.8589344198695937,0.6154760985862804,0.24322839447785977,0.15403726400888296,0,-2.54662531563331,-0.22723510857302226,2
0,0,150,1.1045052490319285,0.7756182229750024,0.7010852215215473,0.29294308420347065,0.33279387054391024,0,-1.526951052301664,-0.48743553859105926,1
2,3,81,0.29161499391115503,0.5593099656345584,0.9607280318959265,0.5330485326841093,0.6361621210674095,2,2.9511042082812273,-0.13180062636840928,0
0,3,168,1.1261652493071876,0.7723700850792187,0.771645706391712,0.23554892508298844,0.4280671304477348,0,-1.2423148158775568,-0.5621250286930023,1
0,1,45,0.7414756881769413,0.4951454096513908,0.46825857259253406,0.1935952480070514,0.31473122805795517,3,-1.3488604301562075,-1.017406488139228,3
0,0,204,1.032277832983478,0.852511616186511,0.7222588732033077,0.2358661273295994,0.3227633360010183,0,-1.7101464969294091,-0.17259752263540706,1
1,0,123,0.4503037249191635,0.3884001552383911,0.8821559056687742,0.586835668069803,0.6649490128136222,2,3.0511033323225103,-0.8413421937031906,0
1,4,146,0.5711215081332731,1.0558498209951375,0.5430892341342123,0.4415912783172696,0.5766882483921464,1,-0.03697298583015479,2.5064298181917333,0
0,1,99,0.6197648683376228,0.9415442124763661,0.6185094289087636,0.30666671853535876,0.4704701720808021,1,-0.5847453227857725,1.3662641613978925,0
1,2,206,0.7960127110279336,0.5583904063301808,0.5310022461934927,0.28284217366724573,0.4053225164649051,3,-0.7695744925050112,-0.6287871333954758,3
1,2,33,1.121909894759451,0.7424623540241868,0.7308466095704955,0.19961782903823497,0.32225751243986367,0,-1.788183425104204,-0.8668523200535106,1
0,4,236,0.6178272979998016,0.9065971900714476,0.628265306027639,0.4163016616394441,0.6065823333920901,1,0.37484909696389723,1.5931954954020622,0
1,2,215,0.567340759142644,0.9471935992777307,0.6099563652074924,0.3943382609305231,0.46869025989378804,1,-0.21964169436991546,1.5834419224439074,2
0,2,198,0.37867474244855226,0.5428874923238216,1.0097838206973677,0.5355887946871899,0.6542715989764498,2,3.0152463012632658,-0.38290642479426984,1
1,0,138,0.5764814355379942,0.9346863580673164,0.5143842160000713,0.35365661716069163,0.4808209778770413,1,-0.5535991805234107,1.6894213580010693,2
0,1,37,0.27261955928334103,0.44156878080072665,0.9063389151907407,0.5783531413499626,0.6326908546135883,2,3.203981628416936,-0.49559880940683715,1
0,4,32,0.8957084380781103,0.6852207015149123,0.4886198151745507,0.31402786484291156,0.4577900266817527,3,-0.9912591612509479,0.07657489003218845,1
1,1,63,0.7925553162452991,0.45196236442724447,0.4862376337973427,0.31236056719492067,0.5158702957670961,3,-0.18810019426113822,-0.7718243844406579,1
0,4,165,0.5368045996983244,0.9056055113770608,0.506650488004293,0.3506903682008501,0.5495433654288164,1,-0.21157772255888288,1.752147097286938,0
0,4,114,0.9002294469296034,0.6684334677092169,0.4158980465743318,0.2935010799021663,0.379466043021027,3,-1.5052007144966497,-0.035377030518208126,1
0,1,4,0.8019224274807187,0.6019913660379852,0.5252988231536048,0.26987781446216913,0.3580609519186818,3,-1.0868807255051038,-0.5297156280357632,3
2,4,118,0.4080543676176875,0.5499863139535571,0.8787381089168977,0.5795862549792757,0.5384321421429504,2,2.355763871522196,-0.2832379915432037,0
1,4,153,1.0839413916939942,0.9186484025144219,0.6691727960566616,0.12523590764165834,0.36225852144632886,0,-2.30163432758598,0.12592627015079402,2
0,3,37,0.35909463039942296,0.5185098405540165,0.9095387528709347,0.60676357361664,0.6586473709772597,2,3.105899426512789,-0.16145426388632209,2
0,1,192,0.8175992246651032,0.6353989477981321,0.49235314043852313,0.23634789758251196,0.3520998630560289,3,-1.3966486430484342,-0.3763748818821663,3
2,2,45,0.3313760721380021,0.501215362747729,1.0048766336849067,0.5744460977943803,0.6185811019200963,2,3.172633067294722,-0.5313853254085013,1
1,0,151,1.1043107378209154,0.7510653656242087,0.7023118054598966,0.08668305283745414,0.31989224215908657,0,-2.244291641095572,-0.8906533954701036,1
2,4,56,0.6882420223598276,0.9187321051697669,0.5913661725653226,0.31398460020794666,0.4936114858440482,1,-0.632009912233204,1.2864649386688585,3
0,1,21,0.25227123261364065,0.48234489196394137,1.0140413629240677,0.5630853369598193,0.6250593342363138,2,3.3604867498306183,-0.5419779093558206,1
2,0,95,0.43206782171196495,0.4970808369226882,0.8645102801223183,0.48419470215765004,0.6537645629691604,2,2.4500498017021477,-0.4217915835012366,1
0,0,19,0.6228673069668492,0.9902114725472008,0.5995733186191265,0.37502818677606115,0.5248973469713331,1,-0.2917621846268506,1.8259951243318218,0
2,4,108,0.8471572348184716,0.6102593736603625,0.49582828523183786,0.2925753038601421,0.3232398469160849,3,-1.3059391604174135,-0.5256420392013035,1
1,4,29,0.4425942004662396,0.4706920526800046,0.9118205792416403,0.522361786433565,0.6858857256173124,2,2.844520692429824,-0.5474673529270774,1
0,0,145,0.8508180385372327,0.6686370781689519,0.4810668507679869,0.2857456753148993,0.3322376448638999,3,-1.4452704474316451,-0.21513085929760184,3
2,0,238,0.5486537767682238,0.8761684402029402,0.6120462989303065,0.34511405707376447,0.46634160770937066,1,-0.23311515944229375,1.2019105467971196,0
1,3,51,1.0657772988425183,0.7433527165844592,0.6778903949667767,0.12748704613237768,0.2821707008091349,0,-2.213291742149247,-0.850601213815475,2
1,4,180,1.040169019748408,0.8792559525600094,0.582658197446725,0.08153708943601416,0.4083428346132169,0,-2.3551633744162883,0.21640352969863866,2
1,1,100,1.1192843149472977,0.641224273019885,0.7240008604499357,0.17725774993407487,0.3942026519724158,0,-1.440807950014794,-1.2094826453333394,3
1,0,69,0.4082354877608385,0.41658618027564637,0.8659916394078785,0.5828825372577378,0.6087047312350876,2,2.8235274904617063,-0.7390117610549489,0
1,2,103,0.4148418701577768,0.4958519760537612,0.8632220777099711,0.5864727495461826,0.6544786625828146,2,2.839820405426552,-0.27305813659914663,0
0,1,205,0.5371674263329106,0.8788891290252058,0.6690133820028459,0.2935165921115538,0.47162405589161205,1,-0.23366185676594226,1.05348797231907,0
2,0,199,0.31000948445907384,0.6350397552491724,0.9985305292092467,0.5627658341868473,0.6161442831903963,2,2.9092891027281955,0.11820880153479868,1
0,0,52,1.137282777234709,0.7565630384988272,0.7368026401383554,0.26415106941407435,0.31031036167580817,0,-1.6449870017629664,-0.7750433804171037,1
1,2,56,1.0522264347524035,0.7417251024365257,0.644391113421964,0.11795576621583853,0.34368555422083247,0,-2.082421069831776,-0.6593900428803349,1
0,2,196,0.32856853524848423,0.50658981627411,0.9396619270492547,0.6008580234214709,0.6946236106308263,2,3.368261467506923,-0.17903244885372446,1
1,4,200,0.6452976933988995,1.005199388662094,0.5612560439589053,0.39853552904105377,0.5120120521306685,1,-0.42113094039512716,1.9537579622140517,0
0,4,219,0.6219859765500664,0.9735835971367254,0.5602945390395397,0.3802451126639532,0.6450652947922976,1,0.08899778737835783,2.0786866117042404,0
0,2,158,0.8634045461917378,0.611165472994522,0.49086801152765785,0.3380204861425127,0.44529019826874155,3,-0.7549587005751766,-0.23054236934391206,3
2,4,177,0.3801489531434678,0.506897388237197,0.8745488484284303,0.5297303706154115,0.5456189365045214,2,2.3259705300603137,-0.49037120388626326,0
1,2,203,0.5035327114916435,0.9305108723161246,0.5284981936712448,0.46810843165689475,0.5008990061121193,1,0.0959351970687571,1.9152148132531492,2
0,0,5,0.8680754039023287,0.6503100486395258,0.482408814393017,0.33969125921015264,0.37789032447323245,3,-1.090152440813973,-0.1667351200273551,3
0,1,180,0.3245563693441564,0.5590761575491657,0.9398959615098949,0.5409528031332804,0.5781903442963988,2,2.6574312791094212,-0.2354678183472529,1
2,3,158,0.8086348875394767,0.5339592683026682,0.5785177758979255,0.24228365686712766,0.41140406833969684,3,-0.7493728531819664,-0.8993847048840788,3
0,0,193,0.8140038881731403,0.5834859195786356,0.4257043806410715,0.38849928391480915,0.29731181184670474,3,-1.1321397400328779,-0.3917867039892695,3
1,4,144,0.8334365079671555,0.6673038313930006,0.5029909023587369,0.27044873292687693,0.4658257885052172,3,-0.9299863334887792,0.0008678774420430264,3
0,3,162,0.589825128997155,0.8288182976194085,0.6746993204294367,0.39914986803987107,0.5379944529201908,1,0.37696266880478213,1.0055732695816135,0
1,4,207,0.5736441757975376,1.072840725475886,0.4932486099665623,0.3695733974099938,0.43573550993963844,1,-0.953150877345057,2.3173339627752743,0
1,0,25,0.3937745164145885,0.4350051742321467,0.9023064398866383,0.5845395316013119,0.6372893339196615,2,3.017473022403035,-0.6524884753817044,0
0,1,155,0.25540749799831275,0.5382655112226991,0.9609978358300754,0.4900778473154762,0.5584927377690052,2,2.628902668110649,-0.3949771860909308,1
0,2,171,0.43464369250401147,0.5126531588429412,0.9709594310272485,0.6136446930543563,0.6471117091862506,2,3.1128418618190214,-0.4284489058478964,1
0,1,193,0.7506017300926188,0.6290990495471226,0.47762459028143456,0.22085803982776006,0.3379518713583354,3,-1.4022081754041689,-0.33856085065797775,3
0,4,39,0.3970973232381239,0.6416449897770806,0.9263006824892136,0.5873927443394001,0.7443198850691036,2,3.097858006001583,0.4805109397289867,2
2,1,205,0.8348324641591955,0.5291959225445059,0.5995836753194905,0.28408054629907786,0.40582100478861066,3,-0.6111340092301949,-0.9578444568590759,3
2,0,47,1.0231027228145024,0.7426962785321247,0.656767658893369,0.2532275779395661,0.2936476496747241,0,-1.7068141292149661,-0.5741521133620189,3
0,1,98,0.6023152762073084,0.9354728105838549,0.6299926941113352,0.3366040737637838,0.43978432033869,1,-0.5181222385371487,1.311647432517618,0
2,2,59,0.5613164924817036,0.9233204230657296,0.6251627932293252,0.42455972402297704,0.5558667880959134,1,0.2898359395141543,1.6583501703855583,2
1,1,103,0.3833616912728589,0.38563845846694955,0.9746054285195733,0.5946866639277166,0.6628028107775922,2,3.433596296743707,-0.961555889565338,0
0,4,212,0.6779231631633716,0.909147002476265,0.592875950368142,0.3841174219200278,0.6428662225512977,1,0.18688905962810703,1.6370768711004124,0
2,3,175,0.7664592877561357,0.583454663759548,0.6561205614901486,0.21824013332485526,0.33664946220049174,3,-0.9144989293804208,-0.9583789645204855,3
1,3,169,1.0957419717575743,0.7007260627585655,0.7141371596400563,0.13120928757080888,0.26326899191369924,0,-2.1568124549829597,-1.1985079977758661,2
0,4,147,1.1203791227104438,0.8725110755705893,0.6819433692421711,0.29782785952141855,0.3680999376298161,0,-1.6335286446249153,0.0653359784274951,3
1,4,78,0.8984100903419556,0.6857487783646998,0.47402201995790594,0.2788597441108165,0.4787617350723093,3,-1.0813783037188158,0.1042550807655948,3
2,3,117,0.8177638713121539,0.5814671422484513,0.5700473437637374,0.21634195603404252,0.4268764790471642,3,-0.9070898325915804,-0.6713327454551695,3
2,1,53,0.6658901164911667,0.896164063531019,0.579424286035689,0.3447371045819532,0.4886100284761199,1,-0.49114322692047274,1.262511967681175,2
1,0,102,0.8371289182830488,0.5790823447509353,0.37354606096211607,0.25992743337108953,0.43803112982116965,3,-1.2426075086234663,-0.2117810355469241,3
1,0,217,0.853258311660444,0.5761035811963324,0.4414000742790399,0.22029085963359818,0.42764588323116753,3,-1.271569927045296,-0.4608734676768613,3
1,3,95,0.7619028173214876,0.5948839396228429,0.5089117432833349,0.23070652182280404,0.3702898737210637,3,-1.1334982445218111,-0.5031420715315961,1
0,4,136,1.0609439249697459,0.7853309358080856,0.7116300039692477,0.29303213309376713,0.3972579303671362,0,-1.205155510641656,-0.28104522162930784,3
0,0,230,1.0894828179478464,0.7840538862066398,0.7015036063698408,0.28078359083063587,0.20188707250239354,0,-2.024084869699135,-0.7062524052573076,1
0,4,191,1.0549304219303628,0.7969645061395423,0.7119520456507706,0.29311148994312075,0.4335624310116489,0,-1.0834861580381356,-0.14703354154025636,3
2,1,64,0.9800155662462603,0.7867656968110869,0.6462788725128193,0.19184956354246688,0.23069075125089486,0,-2.1704085575456897,-0.4936671770162726,0
1,3,13,0.7619970530617955,0.5809693840211299,0.45954863682553115,0.3068476765281513,0.3566796287370895,3,-1.0170043737998682,-0.39494501612006655,1
1,2,128,1.0210012768973564,0.8223751932131406,0.7236077928062836,0.14138104723459521,0.3923838466054768,0,-1.7117944852386233,-0.2831328595274539,1
1,0,21,0.8177249096406601,0.5778644077260255,0.4699255170408198,0.2856937446415218,0.35731837618695095,3,-1.160662595053343,-0.526689808424916,3
1,2,185,0.8032607726168665,0.4881468318752262,0.48068527340867556,0.29930252006713987,0.32205696223668356,3,-1.0260394292019506,-1.0063018767763543,3
1,2,74,0.6234637344364291,0.8979543264424101,0.6288010482027174,0.4157283152886697,0.5130988521077784,1,0.04420686273790201,1.3572381978943446,2
0,3,116,0.8232169934140197,0.5832321504225145,0.5376445448778405,0.32348693528138783,0.39399880359532097,3,-0.7467556187731074,-0.5315984408690063,3
1,1,112,0.7535377986085346,0.453676746635295,0.5777451700943007,0.23267646714062895,0.4656039320106535,3,-0.3451918667197811,-1.1101255613177323,1
1,0,160,0.4551345604161527,0.4415532770035053,0.924241845587501,0.6100777863916893,0.666567816170474,2,3.1404596801171385,-0.6545814623956077,0
1,2,63,0.8273411402808629,0.6162657437228258,0.4945960830654287,0.3288082376746339,0.4608074968712851,3,-0.6638441624285282,-0.1500368478684133,3
1,3,164,0.5133246507605698,0.8889123375616653,0.5750523897806231,0.363016029344486,0.5025717134349147,1,-0.09100416282231436,1.4794642236358713,3
2,1,65,0.6598147172950817,0.8964349814335277,0.5523670202473208,0.3413912463315368,0.42496781009091505,1,-0.7881028931660475,1.197794156416426,2
1,0,30,0.4564473427834034,0.40426467015863293,0.833649925561008,0.6676973577230549,0.6246103465269975,2,3.026256236123369,-0.6499410519877227,0
0,2,51,1.1042207533023578,0.6515281616259573,0.7065969159390099,0.29294798817038,0.4429250292572741,0,-0.8975318355663684,-0.8623564055068385,2
1,0,56,1.1180574540906896,0.7480684777257729,0.6377446867117206,0.13586967247573672,0.2731088736416622,0,-2.423672565756556,-0.8159927146796034,1
0,2,123,1.0237673315093943,0.8029030028768459,0.7399433469257614,0.34270587496434923,0.3422247485504151,0,-1.1198029700317962,-0.25935345848036234,2
0,4,73,0.3187453312085985,0.6200247212327109,0.8862488521078952,0.6078034021382456,0.6981926421294089,2,3.0873339263708237,0.4958136732150179,2
0,3,185,1.125165555909001,0.7329964948786646,0.79521389450839,0.2957784235466503,0.347060354111131,0,-1.191497148914078,-0.8817361832506933,1
2,2,203,1.0126084727859017,0.7190519451381285,0.6460628348026017,0.20789845579357216,0.3114076694671425,0,-1.766432797187333,-0.6710439715311723,3
0,1,161,0.5942028422256221,0.8817128254414065,0.5568994407294527,0.37779995058326354,0.433053215133994,1,-0.47237590911359856,1.2630255845344065,0
